Validation,ID,Submission,interwiever_name,type_interview,donor,pdmtype,office,unique_number,not_loc,ben_det_oblast,ben_det_raion,ben_det_hromada,gps_coordinates,not_mpca,not_cash_for_rent,not_cash_for_repair,agree_interviewed,age,sex,status_person,how_many_family,family,did_receive_cash,did_receive_cash_no,cash_repair_type,cash_repair_type_other,register_receive,register_receive_other,assistance_delivered,assistance_delivered_other,satisfied_process,satisfied_process_no,satisfied_cash_amount,how_much_money,how_much_money_yes,time_registered_assistance,experience_problems,experience_problems_yes,assistance_delivered_other_001,know_people_needing,know_people_needing_yes,organization_provide_information,better_inform_distribution,better_inform_distribution_other,rate_quality_assistance,rate_quality_assistance_dis,sectors_cash_assistance,sectors_cash_assistance_other,sectors_cash_assistance_food,sectors_cash_assistance_clothing,sectors_cash_assistance_utilities_heating,sectors_cash_assistance_healthcare,sectors_cash_assistance_hygiene_items,receive_additional,rent_benefit,rent_benefit_no,access_adequate_housing,improve_living,improve_living_other,spent_cash_assistance,spent_cash_assistance_yes,spent_cash_assistance_rent,money_received,money_received_other,assistance_enough,assistance_enough_no,assistance_other_repairs,assistance_other_repairs_yes,assistance_other_repairs_rate,brochure_provided,basic_needs_priorities,living_conditions_interventions,living_conditions_interventions_no,who_assisted,who_assisted_other,issues_regarding_repaired,issues_regarding_repaired_yes,shelter_assistance_return,shelter_assistance_return_no,planning_staying_repaired,planning_staying_repaired_other,planning_staying_repaired_no,square_metres,dwelling_water_proof,access_running_water,access_hot_water,access_washing_facilities,access_sanitation_facilities,access_heating,property_draft_proofing,property_adequately_insulated,property_double_glazed_windows,formal_agreement_landlord,access_external_locked,access-private_space,current_living_space,household_currently_have_clothing,two_weeks_household,receive_shelter_assistance,receive_shelter_assistance_no,needs_community_currently,needs_community_currently_other,any_member_household,any_member_household_yes,provide_someone_commission,provide_someone_commission_yes,provide_someone_commission_yes_other,feel_safe_travelling,feel_safe_travelling_bad,feel_treated_respect,know_address_suggestions,know_address_suggestions_yes,know_address_suggestions_yes_ndnp,know_address_suggestions_yes_ndnp_other,know_address_suggestions_no,know_address_suggestions_no_other,submitted_feedback_complaint,feedback_reporting_channels,feedback_reporting_channels_other,comment,not_thank
,484588832,9/27/2023 3:38:00 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,661108818,,khersonska,khersonskyi,khersonska_2,,,,,yes,80,female,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,поки не витрачала,no,"цього не вистачить, витрат багато",no,,,dnb,,pino,поки нічого не робила,wanb,,no,,,,other,вимушена виїхати до м. Баштанк Миколаївської області,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484582884,9/27/2023 3:26:32 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,664895061,,khersonska,khersonskyi,khersonska_2,,,,,yes,54,male,yescap,4,4,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,нічого ще не витрачали,no,витрат багато будинок під знос,no,,,dnb,,pino,"будинок під знос, мешкаємо в іншій оселі",wanb,,no,,,,other,"будинок під знос, мешкаємо в іншій оселі",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484578226,9/27/2023 3:17:08 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,953728503,,khersonska,khersonskyi,khersonska_2,,,,,yes,25,female,yescap,2,2,no,"Бенефіціар повідомив, що реєструвався особисто, допомогу не отримував",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,484573265,9/27/2023 3:05:57 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505943137,,khersonska,khersonskyi,khersonska_2,,,,,yes,48,female,yescap,2,2,yes,,rphr,,other,"не памятає, як реєструвалась",asca,,ndyl,,yes,no,,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,no,,piys,,wahd,,no,,no,"поки що відновлюємо будинок, мешкаємо в будинку на вулиці вище",other,"поки що відновлюємо будинок, мешкаємо в будинку на вулиці вище",,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484497166,9/27/2023 12:28:15 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,991203419,,khersonska,khersonskyi,khersonska_2,,,,,yes,72,female,yescap,1,1,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Інструмент для будівництва та ліки,yes,,yes,Інструмент для будівництва та ліки,rnst,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,"У таблиці 5 членів сім'ї, а бенефициар говорить що вона сама",
,484492556,9/27/2023 12:16:09 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,505057034,,khersonska,khersonskyi,,,,,,yes,59,male,yesidp,1,1,yes,,rphr,,rrip,,asca,,ndyf,,yes,yes,rets,trfw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,smro,,no,"Будинок сильно постраждав. На відбудову потрібно набагато більше коштів, ніж нам надали.",no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | other,Будівельні матеріали.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484488663,9/27/2023 12:08:13 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,663623366,,khersonska,khersonskyi,khersonska_2,,,,,yes,61,male,yescap,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484487793,9/27/2023 12:06:25 PM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,951161765,,khersonska,khersonskyi,,,,,,yes,53,male,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Частково відбудував стіни.,no,"Будинок затопило повністю, потрібно провести багато ремонтних робіт. Наданих коштів для цього не вистачило.",no,,,dnb,,pino,За надані кошти я зміг лише частково відновити стіни. Але в будинку досі проживати неможливо.,wacd,,no,,no,За надані кошти я зміг лише частково відновити стіни. Але в будинку досі проживати неможливо.,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | other,Електроносії,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484483790,9/27/2023 11:57:46 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,954416272,,khersonska,khersonskyi,,,,,,yes,38,male,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,На очищення двору від залишків будинку.,no,"Будинок  зруйнований, не підлягає ремонту. Потрібно будувати новий будинок і виділених коштів для цього не достатньо.",no,,,no,,pino,"Будинок  зруйнований, не підлягає ремонту. Потрібно будувати новий будинок.",wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpcs | tphe | other,Будівельні матеріали.,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbe,,,
,484483690,9/27/2023 11:57:30 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,997119621,,khersonska,khersonskyi,khersonska_2,,,,,yes,44,female,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484479126,9/27/2023 11:48:33 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,503159518,,khersonska,khersonskyi,khersonska_2,,,,,yes,71,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Бережем гроші на будуючий ремонт,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484478571,9/27/2023 11:47:16 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505355711,,khersonska,khersonskyi,khersonska_2,,,,,yes,58,female,yescap,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,"сушемо приміщення, після чого розпочнемо роботи",yes,,no,,,dnb,,pino,поки нічого не робили,wanb,,no,,,,other,тимчасово мешкаємо в іншій оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484478065,9/27/2023 11:45:37 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,509694032,,khersonska,khersonskyi,,,,,,yes,84,female,yesidp,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trhw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Ще нічого не  робили, бо будинок ще не просох. Плануємо ремонт на весну.",no,"Будинок сильно постраждав після затоплення, на ремонт потрібно буде набагато більше коштів, ніж нам надали.",no,,,dnb,,pino,Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdw | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484475026,9/27/2023 11:37:51 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,994596924,,khersonska,khersonskyi,khersonska_2,,,,,yes,77,female,yescap,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,dnb,,piys,,wahd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484474732,9/27/2023 11:37:06 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,994065208,,khersonska,khersonskyi,,,,,,yes,61,female,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили.,yes,,no,,,dnb,,pino,Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpdk,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484466719,9/27/2023 11:18:38 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,502784179,,khersonska,khersonskyi,khersonska_2,,,,,yes,40,female,yesidp,9,9,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndyf,Допомогу потребує моя мама Скапенко Оксана Васильєвна 0951772502 вул. Пятихатьська 83,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,"Оренда, комунальні послуги та одежа",yes,,yes,"Оренда, комунальні послуги та одежа",rnst,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,Допомогу потребує мама бенефициара Скапенко Оксана Васильєвна 0951772502 вул. Пятихатьська 83,
,484465611,9/27/2023 11:15:47 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,957479562,,khersonska,khersonskyi,khersonska_2,,,,,yes,69,female,yescap,0,,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,,,,other,оренда житла,no,"власний будинок не придатний до житла, треба багато коштів для його відновлення",yes,оренда житла,rnfs,dnb,,piys,,wanb,,no,,,,other,"власний будинок не придатний до житла, треба багато коштів для його відновлення також триваюють бойові дії, вимушена виїхати до іншої мвсцевості",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484464472,9/27/2023 11:12:32 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,954157448,,khersonska,khersonskyi,,,,,,yes,73,female,yesidp,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили.,no,Високі ціни на будівельні матеріали.,yes,На ліки,rnct,no,,pino,Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484463180,9/27/2023 11:08:56 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505168950,,khersonska,khersonskyi,khersonska_2,,,,,yes,48,female,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,нічого не робили із за бойових дій,no,багато покрити витрат треба,yes,"оренда житла, продуктові набори",rnfs,dnb,,pino,нічого не робили із за бойових дій,wanb,,no,,,,other,вимушені були тимчасово виїхати із за бойових дій,,,,,,,,,,,,,,,,,,rsca,,tpfo | tphi | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484461180,9/27/2023 11:04:43 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,507224424,,khersonska,khersonskyi,,,,,,yes,83,female,yesidp,0,,yes,,rphr,,rrip,,asca,,ndyl,,yes,no,,trtw,no,,,ndna,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,"На ремонтні роботи не витрачала, бо в будинку поки що неможливо робити ремонт. Витратила гроші на поховання докьи, на дрова.",no,"Будинок сильно постраждав після затоплення. Потрібен ремонт, на який не вистачить виділених коштів.",yes,"На поховання доньки, на дрова.",rnst,dnb,,pino,Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphe,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484458140,9/27/2023 10:56:39 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,509432447,,khersonska,khersonskyi,khersonska_2,,,,,yes,67,male,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Ремонт,yes,,no,,,no,,piys,,wacd,,no,,no,Ще там дуже мокро,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484456026,9/27/2023 10:51:47 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,661641312,,khersonska,khersonskyi,khersonska_2,,,,,yes,75,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Вивіз мусора і внутрішній ремонт,yes,,no,,,no,,piys,,wacd,,no,,no,Зараз житло ще не пригодне до мешкання,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,"У списку вказано що проживає 2 людини, а бенефициар говорить що 1 людина",
,484454942,9/27/2023 10:48:20 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,958230860,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,female,yescap,6,6,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,"пральна машинка, лікі для дитини",yes,,yes,"пральна машинка, лікі для дитини",rnfs,dnb,,pina,,wanb,,no,,,,other,"мешкають в іншій оселі, із за бойових дій поки що нічого не робили",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484453757,9/27/2023 10:44:39 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,992621435,,khersonska,khersonskyi,,,,,,yes,74,male,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили.,no,Будинок зруйнований майже повністю. Потрібно набагато більше коштів на відбудову,no,,,dnb,,pino,Ще нічого не робили.,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdw | tphe | tphs,,no,,no,,,rcyc,,rcyc,no,,,,nkhb,,,cnbp,,,
,484450646,9/27/2023 10:35:57 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,976161418,,khersonska,khersonskyi,khersonska_2,,,,,yes,57,female,yesidp,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,будівельні матеріали,yes,,no,,,dnb,,piys,,wahd,,no,,no,із за бойових дій виїхали до іншої місцевості,other,із за бойових дій виїхали до іншої місцевості,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
,484450532,9/27/2023 10:35:44 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,669100818,,khersonska,khersonskyi,,,,,,yes,19,female,yescap,2,2,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trow,no,,,ndna,,yes,dbcd,,rtvs,,,,,,,,,,,,,,,,,,other,На очищення дому та двору  після затоплення.,no,"Потрібно проводити ремонт всього дому, для цього недостатньо наданих коштів.",no,,,dnb,,piyf,,wacd,,no,,yes,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpfo | tpcs | tphe,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484447717,9/27/2023 10:27:08 AM,Марина,remote,Danish MFA UKR-000301,carep,mykolaiv,971975239,,khersonska,khersonskyi,,,,,,yes,45,female,yescap,1,1,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trow,no,,,ndnr,,yes,dbdd,,rtvs,,,,,,,,,,,,,,,,,,other,Ще нічого не робили.,no,Сильно пошкоджений будинок виділених коштів недостатньо для ремонту.,no,,,dnb,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsmc,,tpfo | tpdw | tpcs,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484443683,9/27/2023 10:15:38 AM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,953854957,,khersonska,khersonskyi,khersonska_2,,,,,yes,68,female,yescap,1,1,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,,,,other,Зберігаю на ремонт,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484442795,9/27/2023 10:12:28 AM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,665466721,,khersonska,khersonskyi,khersonska_2,,,,,yes,53,male,yescap,1,1,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,,,,other,поки нічого е робили із за бойових дій,yes,,no,,,no,,pino,поки нічого е робили із за бойових дій,wanb,,no,,,,other,вимушені були тимчасово виїхати до іншої оселі,,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,no,,,,nknk,,,cnbp,,,
,484292860,9/26/2023 8:36:12 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,993512406,,khersonska,khersonskyi,khersonska_2,,,,,yes,48,female,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремот у середені приміщенння,yes,,no,,,no,,piys,,wacd,,no,,no,Там не можливо зараз жити,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484290047,9/26/2023 8:27:45 PM,Олексій,remote,,carep,mykolaiv,508812475,,khersonska,khersonskyi,khersonska_2,,,,,yes,64,male,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт приміщення,yes,,no,,,no,,piys,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484288433,9/26/2023 8:22:37 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,974517290,,khersonska,khersonskyi,khersonska_2,,,,,yes,52,female,yescap,4,4,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Дезинфекція та прибрання у домі,yes,,no,,,no,,piys,,wacd,,no,,no,Будинок не придатний для мешкання,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484286451,9/26/2023 8:16:29 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,502109359,,khersonska,khersonskyi,khersonska_2,,,,,yes,55,female,yescap,2,2,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ремонт житла,yes,,no,,,no,,piys,,wacd,,no,,no,Житло зараз не придатне для мешкання,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484284721,9/26/2023 8:11:40 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,502136536,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,female,yescap,3,3,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trtw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого не зроблено,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484208767,9/26/2023 5:33:02 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,997367425,,khersonska,khersonskyi,khersonska_2,,,,,yes,45,female,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,yes,rets,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,yes,,,other,оренду житла,no,витрат багато,yes,"оренда житла, ремонт не розпочинали у звязку з бойовими діями",rtvs,no,,pino,"виїхали на тимчасово мешкання до м. Миколаїва із за бойових дій, поки нічого не робимо в житлі",wanb,,no,,,,other,тимчасово орендуємо місця мешкання у м. Миколаєві,,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484205223,9/26/2023 5:26:26 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,500743357,,khersonska,khersonskyi,khersonska_2,,,,,yes,45,female,yescap,3,3,yes,,rphr,,rrbp,,asca,,ndyl,,yes,no,,trow,no,,,nddk,,yes,dbad,,rtvs,,,,,,,,,,,,,,,yes,,,other,"дизенфекцію будинку, оренду житла",no,дуже багато витрат,yes,оренда житла в м. Одеса,rtvs,no,,piys,,wacd,,no,,no,вимушені виїхати із за бойових дій до м. Одеси,no,,вимушені виїхати із за бойових дій до м. Одеси,,,,,,,,,,,,,,,,,rsca,,tphi | tpre | tptr,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbe,,,
,484204107,9/26/2023 5:24:48 PM,Олексій,remote,Danish MFA UKR-000301,carep,mykolaiv,951619322,,khersonska,khersonskyi,khersonska_2,,,,,yes,71,female,yescap,2,2,yes,,rphr,,rrip,,asba,,ndyl,,yes,yes,rets,trow,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,other,Ще нічого не зроблено,yes,,no,,,no,,pina,,wanb,,no,,,,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484197204,9/26/2023 5:13:18 PM,Олексій,remote,,carep,mykolaiv,958728494,,khersonska,khersonskyi,khersonska_2,,,,,yes,65,male,yescap,3,3,yes,,rphr,,rrbp,,asba,,ndyl,,yes,yes,rets,trhw,no,,,ndnn,,yes,dbbd,,rtvs,,,,,,,,,,,,,,,no,,,smwi,,yes,,no,,,no,,piys,,wacd,,no,,no,Ще дуже багато що потрібно зробити,yes,,,,,,,,,,,,,,,,,,,rsca,,tpdk,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfnp,,,,smna,cnbp,,,
,484196648,9/26/2023 5:12:23 PM,Тетяна,remote,Danish MFA UKR-000301,carep,mykolaiv,505520334,,khersonska,khersonskyi,khersonska_2,,,,,yes,58,female,yescap,3,3,yes,,rphr,,rrip,,asca,,ndyl,,yes,yes,rets,trtw,no,,,nddk,,yes,dbtd,,rtvs,,,,,,,,,,,,,,,yes,,,other,"ореда житла в м. Миколаєві, ліки",no,дуже багато витрат,yes,"оренда житла, ліки",rtvs,no,,pino,"нічого не робили йдуть бойові дії, виїхали до м. Миколаєва, де орендуємо житло",wanb,,no,,,,other,"виїхали до м. Миколаєва, де орендуємо житло",,,,,,,,,,,,,,,,,,rsca,,tphi | tphs | tpre,,no,,no,,,rcyc,,rcyc,yes,pvnp,pfpf,,,,smna,cnbp,,,
